"instrument","UniqueID","Date","Site","Researchers","Analyzer","Tree_Tag","Species","Height_m","Type","DBH_cm","Distance_cm","Air_Temp_C","Humidity_RH","Soil_Temp_C","VWC_1","VWC_2","VWC_3","Stem_Temp_C","ChamberID","Vol_L","comp_start_time","start_time","comp_end_time","Notes","CO2_best.flux","CO2_model","CO2_quality.check","CO2_LM.flux","CO2_LM.r2","CO2_LM.p.val","CO2_LM.RMSE","CO2_HM.flux","CO2_HM.r2","CO2_HM.RMSE","CO2_LM.diagnose","CO2_HM.diagnose","CO2_nb.obs","CO2_flux.term","CO2_MDF","CO2_g.fact","CH4_best.flux","CH4_model","CH4_quality.check","CH4_LM.flux","CH4_LM.r2","CH4_LM.p.val","CH4_LM.RMSE","CH4_HM.flux","CH4_HM.r2","CH4_HM.RMSE","CH4_LM.diagnose","CH4_HM.diagnose","CH4_nb.obs","CH4_flux.term","CH4_MDF","CH4_g.fact","allan_sd_CO2","allan_sd_CH4","n_meas_pts","flat_sd_CO2","flat_sd_CH4","t_sec","CO2_MDF_goflux","CH4_MDF_goflux","CO2_MDF_wass99","CH4_MDF_wass99","CO2_MDF_wass95","CH4_MDF_wass95","CO2_MDF_wass90","CH4_MDF_wass90","CO2_MDF_chr99","CH4_MDF_chr99","CO2_MDF_chr95","CH4_MDF_chr95","CO2_MDF_chr90","CH4_MDF_chr90","CO2_below_MDF_goflux","CO2_below_MDF_wass99","CO2_below_MDF_wass95","CO2_below_MDF_wass90","CO2_below_MDF_chr99","CO2_below_MDF_chr95","CO2_below_MDF_chr90","CO2_below_any_MDF","CO2_below_all_MDF","CH4_below_MDF_goflux","CH4_below_MDF_wass99","CH4_below_MDF_wass95","CH4_below_MDF_wass90","CH4_below_MDF_chr99","CH4_below_MDF_chr95","CH4_below_MDF_chr90","CH4_below_any_MDF","CH4_below_all_MDF","CH4_best.r2","CO2_best.r2","CH4_noise_floor","CH4_SNR"
"LGR1","2 0.5 stem 1","07-18-2023","Swamp Rd","HB JG NH","LGR #1",2,"bg",0.5,"stem","34","0","26.4","76.7","na","na","na","na","25.5","C5","0.76","15:24:00","na","15:26:00","",3.12558002045729,"HM","",2.09903286866846,0.98500091625438,1.72925563472693e-143,7.1247204437315,3.12558002045729,0.996301298548855,3.53801852262517,"Noise (LM.MAE)","Noise (HM.MAE)",157,1.62827733396659,0.00208753504354691,1.48905720682689,0.229721677081091,"LM","g-fact. > 2",0.229721677081091,0.747361058936812,2.21431346372928e-48,3.67005518076222,0.541701163447071,0.80299707185898,3.24084894070861,"Noise (LM.MAE)","Noise (HM.MAE) | Exaggerated curvature (g-fact)",157,1.62827733396659,0.0146127453048284,2.35807595665363,2.05540389025819,3.04749360839648,157,0.962151472354527,2.53139849513298,157,0.0036299176234924,0.00933407388898045,0.025703321791084,0.0676248511501459,0.0195578118954387,0.0514561553172624,0.0164134331473424,0.0431833668221405,0.166779019193175,0.247278891226576,0.126327928314674,0.187303116397516,0.10582247376454,0.156900215062662,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.747361058936812,0.996301298548855,0.0316061450188538,7.26825992046979
"LGR1","2 1.25 stem 1","07-18-2023","Swamp Rd","HB JG NH","LGR #1",2,"bg",1.25,"stem","32.5","0","26.4","76.7","na","na","na","na","25.5","C5","0.76","15:21:00","na","15:23:00","",3.75914684796862,"HM","",2.54577529113589,0.974790014078331,1.3605441849128e-107,9.58046008084138,3.75914684796862,0.986796100144947,6.93347852795608,"Noise (LM.MAE)","Noise (HM.MAE)",134,1.63000841244152,0.00245114046983688,1.47662162526974,0.462588833083088,"HM","AICc",0.459010005551129,0.831822681930711,3.66572102116386e-53,4.82656759792582,0.462588833083088,0.83169425263058,4.82842603997916,"Noise (LM.MAE)","Noise (HM.MAE)",134,1.63000841244152,0.0171579832888581,1.00779683991346,1.98382535578733,4.85961649070929,134,0.962151472354527,2.53139849513298,134,0.00425748465936218,0.0109478176955027,0.0301471023782914,0.0793163361339294,0.0229391112284826,0.0603522764470418,0.0192511090003867,0.0506492270223989,0.18921122898786,0.463495441236485,0.143204850301596,0.350797337096741,0.119921138844847,0.293761112698235,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.83169425263058,0.986796100144947,0.0591135504559379,7.82542800280442
"LGR1","2 1.7 stem 1","07-18-2023","Swamp Rd","HB JG NH","LGR #1",2,"bg",1.7,"stem","30.5","0","26.4","76.7","na","na","na","na","25.5","C5","0.76","15:18:15","na","15:20:15","",2.77663500992613,"HM","",2.3429492886941,0.996751559743713,6.89213389041545e-149,2.80289166728976,2.77663500992613,0.998795541027331,1.70673021148529,"Noise (LM.MAE)","Noise (HM.MAE)",120,1.62607020466155,0.00273289110027151,1.18510247888197,0.541182157553871,"HM","AICc",0.507406681303711,0.86469967391458,2.66809572036904e-53,4.20332538759955,0.541182157553871,0.864974404707269,4.19905573892561,"Noise (LM.MAE)","Noise (HM.MAE)",120,1.62607020466155,0.0191302377019005,1.06656490246321,1.60567997492742,3.74974816321922,120,0.962151472354527,2.53139849513298,120,0.00474270476359619,0.0121955265349616,0.0335829292405635,0.0883559179446905,0.0255534525196118,0.0672305485281867,0.0214451333746723,0.05642165491856,0.170895507400981,0.399092674122819,0.129259714809689,0.301860511281384,0.108215292972156,0.252715424238203,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.864974404707269,0.998795541027331,0.0508112813599595,10.6508268059608
"LGR1","2 11.7 stem 1","07-18-2023","Swamp Rd","HB JG NH","LGR #1",2,"bg",11.7,"leaf (shaded)","na","na","27.9","65","na","na","na","na","27.7","leaf A","0.76","12:56:15","na","13:04:00","",4.63926631954126,"HM","",2.96002012798456,0.985032444595576,0,23.4191121853515,4.63926631954126,0.999439669578245,4.53124026461686,"Noise (LM.MAE)","Noise (HM.MAE)",369,1.64937291201243,0.000898840823984975,1.56730904485439,0.390140683007796,"HM","",0.236364435718298,0.930710959351071,4.78481557669839e-215,4.13902096231259,0.390140683007796,0.947071557363152,3.61751140942941,"Noise (LM.MAE)","Noise (HM.MAE)",369,1.64937291201243,0.00629188576789482,1.65058961523624,2.54376731098754,3.59888050295172,369,0.962151472354527,2.53139849513298,369,0.0015644458515023,0.00402286076100593,0.0110777872438885,0.0291454046107303,0.00842915483433023,0.0221769133821001,0.00707396973145772,0.0186114524036503,0.0883226544404421,0.124957450967183,0.0670770267677643,0.0948994834503006,0.0562491595262403,0.0795803934786073,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.947071557363152,0.999439669578245,0.0160864390654153,24.2527685226851
"LGR1","2 11.7 stem 2","07-18-2023","Swamp Rd","HB JG NH","LGR #1",2,"bg",10.5,"stem","15.5","0","26.1","73.3","na","na","na","na","24.8","C5","0.76","13:07:00","na","13:14:00","",3.77792444904936,"HM","",2.5608824798988,0.989087587620568,0,17.9292557590453,3.77792444904936,0.999865546115338,1.99016257402309,"Noise (LM.MAE)","Noise (HM.MAE)",384,1.65231963325922,0.000865088813224724,1.47524319397845,0.352100999106328,"HM","",0.250630281552014,0.955793086585681,4.92183649206735e-261,3.59257906113382,0.352100999106328,0.963931619171644,3.24507367362395,"Noise (LM.MAE)","Noise (HM.MAE)",384,1.65231963325922,0.00605562169257306,1.40486216161097,1.53661749285827,3.30374066423592,384,0.962151472354527,2.53139849513298,384,0.00150602049906439,0.0038726241404513,0.010664079333618,0.028056948570726,0.00811436200115128,0.021348700645245,0.00680978725796485,0.017916394364396,0.0513501549249845,0.110403269342537,0.0390010342541776,0.083852554986284,0.0327063154618051,0.0703188561048482,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.963931619171644,0.999865546115338,0.014215717611234,24.7684294761229
"LGR1","2 10.5 stem 1","07-18-2023","Swamp Rd","HB JG NH","LGR #1",2,"bg",11.7,"stem","15","0","26.1","73.3","na","na","na","na","27.7","C5","0.76","11:46:45","11:10:00","11:56:45","",2.10907824136699,"HM","",1.45406012853583,0.98978792740949,0,10.4432098935642,2.10907824136699,0.999678470235846,1.85305219015364,"Noise (LM.MAE)","Noise (HM.MAE)",408,1.65461683946296,0.000815082186927565,1.4504752588813,0.176388202294972,"HM","",0.112582532275735,0.771843245448607,1.43767316520383e-132,4.3265003647635,0.176388202294972,0.784781102919316,4.2020409473546,"Noise (LM.MAE)","Noise (HM.MAE)",408,1.65461683946296,0.00570557530849295,1.56674573514625,1.59780650960906,3.69673144756063,408,0.962151472354527,2.53139849513298,408,0.0014194017005197,0.00364989008705065,0.0100507346015661,0.0264432526233359,0.0076476643114896,0.0201208297088731,0.00641812221024714,0.0168859325910927,0.0503090113091824,0.116396386598676,0.0382144303493369,0.0884140135701247,0.0320480836668494,0.0741473751751602,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.784781102919316,0.999678470235846,0.0149918482943777,11.7656074709028
"LGR1","4 3 stem 1","07-19-2023","Swamp Rd","HB JG NH","LGR #1",4,"hem",3,"stem","29.7","0","25.2","60.3","na","38.4","33.3","17.1","20.7","D2","2.3","12:50:00","na","12:53:00","",0.509626916697008,"HM","",0.310472662289703,0.855547648272901,1.03853195190703e-80,3.13964083869512,0.509626916697008,0.865596395484056,3.02846890718488,"Noise (LM.MAE)","Noise (HM.MAE)",189,2.20145489310824,0.00234197329054069,1.64145504128629,0.0781045416401713,"LM","g-fact. > 2",0.0781045416401713,0.25226850186055,1.07976342201556e-13,3.28497507212516,0.168808617500587,0.268929924635196,3.24816994969541,"Noise (LM.MAE)","Noise (HM.MAE) | Exaggerated curvature (g-fact)",189,2.20145489310824,0.0163938130337848,2.16131628143074,1.31991586673803,3.11850775059336,189,0.962151472354527,2.53139849513298,189,0.00407676832057081,0.0104831185386107,0.02886745620153,0.0759496163406004,0.0219654207685009,0.057790519139649,0.0184339622072507,0.0484993325183816,0.120028797602018,0.283586814166684,0.0909878426884219,0.214973014404962,0.0762429362084832,0.180135865842531,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.25226850186055,0.865596395484056,0.0363240960144958,2.15021294980065
"LGR1","2 10.5 leaf 1","07-18-2023","Swamp Rd","HB JG NH","LGR #1",2,"bg",11.7,"leaf","na","na","26.1","73.3","na","na","na","na","27.7","leaf A","0.76","12:09:00","na","12:14:00","",-0.283480188239537,"LM","MAE | AICc",-0.283480188239537,0.998269885766586,0,1.04879758579008,-0.322820713833957,0.996751357702747,1.43754251088101,"Noise (LM.MAE)","Noise (HM.MAE)",250,0.806730641941524,0.000650589227372196,1.13877698416504,-0.00353334195211,"HM","AICc | MDF",-0.00266485498943696,0.000714570624363642,0.278806173790103,3.44308295473275,-0.00353334195211,0.000746568260286185,3.4430278296436,"Noise (LM.MAE) | MDF (LM)","Noise (HM.MAE) | MDF (HM)",250,0.806730641941524,0.00455412459160537,1.3259040233392,1.01563926672292,3.43406532773508,250,0.962151472354527,2.53139849513298,250,0.00112942289871813,0.00290423031098949,0.00799740468381233,0.0210409886210852,0.00608527324713174,0.0160102145897732,0.00510692229576061,0.0134361956362376,0.0255223268202669,0.0862957355906488,0.0193651983438824,0.0654773386342315,0.016233115661849,0.0548871843399069,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.000746568260286185,0.998269885766586,0.0110814629052514,0.318851579644379
"LGR1","2 10.5 leaf 2","07-18-2023","Swamp Rd","HB JG NH","LGR #1",2,"bg",11.7,"leaf","na","na","27.9","65","na","na","na","na","27.7","leaf A","0.76","12:27:00","na","12:30:00","Leaf sample #3",-0.707768760191876,"LM","MAE | AICc",-0.707768760191876,0.998713457661317,1.98883532059287e-259,1.62413321564244,-0.866973029141264,0.996719612677832,2.5959896968039,"Noise (LM.MAE)","Noise (HM.MAE)",180,0.804059730325273,0.00089839076013997,1.22493825371189,0.00334101638691257,"LM","HM.flux is NA",0.00334101638691257,0.000638417369216882,0.292569034510092,2.70728888131971,NA,NA,NA,"Noise (LM.MAE) | MDF (LM)","HM.flux is NA",180,0.804059730325273,0.00628873532097979,NA,1.04194253536493,2.81377851459913,180,0.962151472354527,2.53139849513298,180,0.00156344947563248,0.00402029865162637,0.0110707319406383,0.0291268422694114,0.00842378641172109,0.0221627891851264,0.00706946440918175,0.0185995990038923,0.0363560760752866,0.0981800265020797,0.0275544500237809,0.0744111280871697,0.0230873609507829,0.0623476996064427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.000638417369216882,0.998713457661317,0.0125691444091313,0.265810963591554
"LGR1","2 11.7 leaf 1","07-18-2023","Swamp Rd","HB JG NH","LGR #1",2,"bg",10.5,"stem","15.5","0","26.1","73.3","na","na","na","na","24.4","C5","0.76","13:15:00","na","13:19:00","",-0.67088694227651,"HM","",-0.527576549389335,0.993156805527823,9.48729968710112e-233,3.35158678798115,-0.67088694227651,0.997372826389476,2.07666008367766,"Noise (LM.MAE)","Noise (HM.MAE)",215,0.806270662796514,0.000753523983921975,1.27163905039573,-0.000965523448532416,"HM","AICc | MDF",-0.000965177526008335,-0.00431266486270832,0.776152289421202,3.79560878582135,-0.000965523448532416,-0.00431303955160245,3.79560949392866,"Noise (LM.MAE) | MDF (LM)","Noise (HM.MAE) | MDF (HM)",215,0.806270662796514,0.00527466788745383,1.00035840300334,1.36706166926564,3.63437484564068,215,0.962151472354527,2.53139849513298,215,0.0013125336371106,0.00337508649542727,0.00929400552176095,0.0244523157398175,0.00707186461062094,0.0186059138789258,0.00593489586841533,0.0156145751492876,0.0399738548826908,0.106271703709595,0.0303161810876849,0.0805964854681036,0.0254080901945555,0.0675481771999846,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.00431303955160245,0.997372826389476,0.0136292549564916,0.0708419830441677
